"market_id","store_primary_category","order_protocol","total_items","subtotal","min_item_price","max_item_price","total_onshift_partners","total_busy_partners","total_outstanding_orders","created_day","created_holiday","created_at","actual_delivery_time","complaint","complaint_id"
"AREA C","vietnamese","Protocol 1",3,4000,900,1700,48.0,45.0,48,"Sunday","NO","04:49:37","05:46:30","",""
"AREA A","pizza","Protocol 5",1,1237,999,999,30.0,20.0,19,"Wednesday","NO","21:26:57","21:53:34","",""
"AREA B","pizza","Protocol 5",4,6261,1149,1559,127.0,87.0,132,"Sunday","NO","01:51:46","02:30:05","",""
"AREA D","japanese","Protocol 2",5,5875,995,1295,45.0,33.0,36,"Friday","NO","21:07:21","21:35:36","",""
"AREA A","pizza","Protocol 2",1,800,800,800,2.0,2.0,1,"Monday","NO","23:08:45","23:37:11","",""
"AREA B","asian","Protocol 3",6,6100,795,1145,120.0,123.0,179,"Sunday","NO","03:37:18","04:42:24","",""
"AREA A","mexican","Protocol 1",1,1195,1195,1195,13.0,14.0,21,"Tuesday","NO","20:23:08","21:14:15","YES","0121"
"AREA C","breakfast","Protocol 1",3,945,175,450,22.0,19.0,19,"Wednesday","NO","19:24:55","20:05:58","",""
"AREA A","mexican","Protocol 1",2,1698,699,899,28.0,17.0,26,"Tuesday","NO","01:11:01","01:32:44","",""
"AREA A","cafe","Protocol 4",4,1710,245,395,43.0,36.0,35,"Sunday","NO","04:22:05","04:49:45","",""
"AREA E","chinese","Protocol 5",5,4480,200,1495,41.0,29.0,39,"Wednesday","NO","02:35:18","03:08:27","",""
"AREA F","fast","Protocol 4",2,1733,512,1441,"","","","Wednesday","NO","03:27:10","04:17:59","",""
"AREA F","japanese","Protocol 2",4,1934,189,977,"","","","Tuesday","NO","03:49:13","04:42:04","",""
"AREA B","sandwich","Protocol 3",2,1800,900,900,37.0,42.0,22,"Sunday","NO","21:59:55","22:35:06","",""
"AREA B","sandwich","Protocol 3",4,2493,179,699,16.0,15.0,20,"Monday","NO","23:33:41","00:28:41","",""
"AREA D","indian","Protocol 5",2,3045,1395,1395,119.0,119.0,189,"Friday","NO","03:19:55","04:26:48","",""
"AREA E","vietnamese","Protocol 1",3,1274,150,725,21.0,13.0,11,"Saturday","NO","20:02:20","20:36:28","",""
"AREA A","american","Protocol 2",2,3100,1500,1600,49.0,48.0,57,"Tuesday","NO","02:48:31","03:25:57","",""
"AREA B","pizza","Protocol 2",1,1650,1250,1250,"","","","Thursday","NO","22:20:00","22:57:06","",""
"AREA A","japanese","Protocol 5",1,1370,875,875,16.0,13.0,12,"Saturday","NO","05:21:49","05:49:33","",""
"AREA C","dessert","Protocol 4",1,650,650,650,18.0,11.0,11,"Thursday","NO","22:30:20","23:25:00","",""
"AREA D","american","Protocol 3",2,1800,475,1325,42.0,35.0,59,"Monday","NO","01:28:03","02:17:10","YES","0122"
"AREA D","mexican","Protocol 5",3,2990,0,1795,90.0,85.0,159,"Monday","NO","02:15:03","02:54:25","",""
"AREA E","indian","Protocol 2",2,2000,950,1050,26.0,17.0,17,"Friday","NO","20:33:56","21:27:28","",""
"AREA E","american","Protocol 1",2,1690,795,895,16.0,8.0,8,"Thursday","NO","22:25:31","23:24:05","",""
"AREA B","mexican","Protocol 5",14,6425,335,1295,66.0,80.0,107,"Saturday","NO","04:17:51","05:11:59","YES","0123"
"AREA A","brazilian","Protocol 5",1,1350,1350,1350,25.0,25.0,39,"Tuesday","NO","03:12:42","04:42:08","",""
"AREA F","mexican","Protocol 1",1,1700,1700,1700,"","","","Sunday","NO","04:48:13","05:59:46","YES","0124"
"AREA F","pizza","Protocol 3",2,2303,114,1974,"","","","Sunday","NO","02:49:16","03:42:20","",""
"AREA A","mediterranean","Protocol 5",2,1925,925,950,50.0,49.0,55,"Wednesday","NO","03:04:27","03:41:16","",""
"AREA A","japanese","Protocol 1",1,735,735,735,18.0,17.0,18,"Tuesday","NO","21:43:03","22:16:17","",""
"AREA F","burger","Protocol 5",1,1950,1400,1400,"","","","Wednesday","NO","20:50:34","21:22:24","",""
"AREA C","barbecue","Protocol 1",1,1099,1099,1099,32.0,31.0,29,"Sunday","NO","02:05:19","02:45:44","",""
"AREA B","burger","Protocol 5",4,2850,350,1100,79.0,96.0,68,"Monday","YES","01:51:46","02:25:30","",""
"AREA D","alcohol","Protocol 1",3,4447,799,2699,52.0,50.0,71,"Sunday","NO","01:24:57","02:06:29","YES","0125"
"AREA F","asian","Protocol 2",3,4215,325,2795,"","","","Sunday","NO","02:34:14","03:28:17","",""
"AREA C","pizza","Protocol 3",3,2249,399,825,37.0,37.0,35,"Sunday","NO","02:20:43","02:58:03","",""
"AREA B","italian","Protocol 3",2,1990,595,1395,30.0,30.0,51,"Sunday","NO","20:58:42","21:37:41","",""
"AREA A","breakfast","Protocol 1",2,1074,125,799,19.0,19.0,25,"Sunday","NO","20:06:33","20:29:47","",""
"AREA D","pizza","Protocol 3",1,549,549,549,94.0,94.0,124,"Wednesday","NO","01:25:56","02:22:44","",""
"AREA D","sushi","Protocol 3",10,5215,330,900,89.0,87.0,156,"Monday","NO","01:29:52","02:29:10","YES","0126"
"AREA E","thai","Protocol 3",1,695,695,695,61.0,52.0,83,"Monday","NO","03:40:09","04:45:35","",""
"AREA D","hawaiian","Protocol 3",5,1815,245,775,103.0,99.0,225,"Saturday","NO","03:12:32","04:12:23","YES","0127"
"AREA E","burger","Protocol 4",5,1640,180,440,23.0,19.0,29,"Monday","NO","01:33:00","02:23:20","",""
"AREA D","italian","Protocol 3",3,3597,999,1399,69.0,69.0,123,"Wednesday","NO","19:52:33","20:37:48","",""
"AREA A","italian","Protocol 1",4,2015,120,890,44.0,42.0,60,"Tuesday","NO","02:01:23","03:06:44","",""
"AREA F","breakfast","Protocol 4",2,424,150,249,"","","","Sunday","NO","17:49:16","19:20:02","",""
"AREA B","japanese","Protocol 1",4,2550,625,650,129.0,136.0,232,"Saturday","NO","03:35:14","04:21:58","",""
"AREA D","chinese","Protocol 3",3,2377,765,790,62.0,70.0,110,"Saturday","NO","04:43:42","05:50:08","",""
"AREA D","japanese","Protocol 1",4,2685,0,1195,49.0,35.0,41,"Wednesday","NO","01:29:45","02:23:42","",""
"AREA D","seafood","Protocol 1",4,5800,575,2800,97.0,120.0,149,"Sunday","NO","01:58:39","02:55:31","YES","0128"
"AREA B","dessert","",5,6500,995,1250,34.0,25.0,30,"Friday","NO","18:44:53","19:37:19","",""
"AREA F","mediterranean","Protocol 1",3,3549,1149,1200,"","","","Friday","NO","02:15:50","03:15:47","",""
"AREA A","chinese","Protocol 2",2,890,190,700,6.0,4.0,7,"Monday","YES","21:10:02","21:37:49","",""
"AREA E","pizza","Protocol 1",2,1399,499,900,10.0,11.0,14,"Wednesday","NO","23:12:14","23:48:22","",""
"AREA E","american","Protocol 1",2,2020,825,1195,18.0,10.0,10,"Saturday","NO","23:18:01","00:00:37","",""
"AREA F","sandwich","Protocol 5",1,999,999,999,"","","","Sunday","NO","21:42:22","22:41:53","",""
"AREA D","dessert","Protocol 3",3,2350,500,1150,37.0,23.0,25,"Saturday","NO","21:32:39","22:03:19","YES","0129"
"AREA C","indian","Protocol 1",2,3698,399,3299,18.0,20.0,21,"Friday","NO","20:36:45","21:14:53","",""
"AREA B","steak","Protocol 1",2,2148,349,1699,99.0,90.0,109,"Tuesday","NO","03:35:35","04:21:24","",""
"AREA B","southern","Protocol 4",2,2690,1195,1495,47.0,49.0,67,"Thursday","NO","20:11:54","21:12:03","",""
"AREA B","italian","Protocol 3",2,4598,2199,2399,77.0,97.0,114,"Thursday","NO","02:16:49","03:07:14","",""
"AREA F","chinese","Protocol 3",3,4500,1400,1700,"","","","Monday","NO","02:57:56","03:50:11","YES","0130"
"AREA D","greek","Protocol 3",13,12620,450,1495,60.0,61.0,126,"Tuesday","NO","19:45:05","21:05:05","",""
"AREA D","american","Protocol 1",1,1499,1299,1299,6.0,5.0,7,"Monday","NO","05:17:56","05:44:24","",""
"AREA B","mexican","Protocol 5",4,2496,399,799,117.0,121.0,180,"Sunday","NO","02:52:19","03:45:16","YES","0131"
"AREA E","","Protocol 1",1,1375,1375,1375,49.0,26.0,41,"Thursday","NO","03:42:12","04:43:03","YES","0132"
"AREA E","vietnamese","Protocol 2",1,895,895,895,31.0,16.0,31,"Friday","NO","02:38:06","03:29:18","",""
"AREA A","sandwich","Protocol 1",2,3250,625,725,20.0,16.0,17,"Tuesday","NO","21:23:19","22:03:12","",""
"AREA B","mediterranean","Protocol 2",4,1700,300,500,59.0,52.0,76,"Thursday","NO","02:10:13","02:55:41","",""
"AREA D","vietnamese","Protocol 5",2,1590,295,795,33.0,28.0,31,"Saturday","NO","23:35:17","00:07:01","",""
"AREA D","vietnamese","Protocol 5",2,2120,750,1295,72.0,70.0,82,"Tuesday","NO","20:51:12","21:26:56","",""
"AREA B","persian","Protocol 1",2,1888,729,1159,117.0,121.0,169,"Monday","NO","03:36:51","04:16:40","YES","0133"
"AREA F","pizza","Protocol 3",1,1599,1599,1599,"","","","Wednesday","NO","03:23:45","04:03:27","",""
"AREA F","chinese","Protocol 3",3,2240,150,1095,"","","","Tuesday","NO","04:49:40","05:20:16","",""
"AREA A","pizza","Protocol 3",1,1399,1399,1399,3.0,3.0,4,"Tuesday","NO","21:08:34","22:02:04","",""
"AREA A","mexican","Protocol 1",3,2485,595,995,56.0,56.0,82,"Sunday","NO","04:00:47","05:23:17","",""
"AREA C","smoothie","Protocol 5",1,825,725,725,14.0,10.0,8,"Friday","NO","03:05:04","03:29:11","",""
"AREA B","burger","Protocol 5",2,1290,295,995,83.0,71.0,100,"Thursday","NO","03:09:07","04:04:38","",""
"AREA E","asian","Protocol 1",3,2497,599,999,16.0,14.0,22,"Tuesday","NO","01:59:42","02:41:22","",""
"AREA C","mexican","Protocol 1",6,2024,119,359,7.0,7.0,9,"Tuesday","NO","02:51:41","03:28:23","",""
"AREA E","smoothie","Protocol 2",1,1050,1050,1050,2.0,2.0,2,"Tuesday","NO","17:36:03","18:22:02","",""
"AREA B","burger","Protocol 4",4,2600,325,925,29.0,23.0,24,"Friday","NO","22:16:40","22:43:58","",""
"AREA D","salad","Protocol 5",5,4143,693,1514,52.0,36.0,42,"Saturday","NO","22:44:27","23:26:30","",""
"AREA D","greek","Protocol 3",7,7865,995,1495,55.0,55.0,97,"Tuesday","NO","19:38:11","20:37:54","",""
"AREA A","pizza","Protocol 5",4,3665,600,1395,25.0,25.0,26,"Saturday","NO","01:08:45","01:53:39","",""
"AREA D","japanese","Protocol 2",3,2085,295,995,18.0,15.0,14,"Tuesday","NO","22:05:36","22:25:43","",""
"AREA D","steak","Protocol 1",3,3395,600,1495,39.0,25.0,25,"Tuesday","NO","04:34:19","05:06:30","",""
"AREA A","breakfast","Protocol 1",1,850,850,850,6.0,4.0,4,"Saturday","NO","17:09:46","17:45:11","",""
"AREA B","dessert","Protocol 5",1,1150,1150,1150,74.0,83.0,113,"Sunday","NO","04:52:12","05:37:48","",""
"AREA B","dessert","Protocol 4",2,2590,1095,1495,41.0,49.0,49,"Saturday","NO","23:27:01","00:34:26","",""
"AREA D","pizza","Protocol 3",12,12565,300,1075,36.0,25.0,29,"Tuesday","NO","18:58:50","19:51:26","YES","0134"
"AREA B","alcohol","Protocol 3",1,899,899,899,104.0,83.0,113,"Tuesday","NO","03:29:13","04:01:22","",""
"AREA B","burger","Protocol 5",1,995,995,995,75.0,69.0,103,"Tuesday","NO","02:29:30","03:13:46","YES","0135"
"AREA C","fast","Protocol 4",3,969,128,600,0.0,0.0,0,"Monday","NO","02:03:09","02:25:50","",""
"AREA B","pizza","Protocol 2",7,4200,350,1050,63.0,45.0,49,"Monday","NO","00:04:48","01:09:54","YES","0136"
"AREA B","chinese","Protocol 3",3,3427,966,1374,131.0,86.0,142,"Thursday","NO","02:38:21","03:19:54","",""
"AREA C","sandwich","Protocol 5",4,3530,695,795,5.0,2.0,2,"Monday","NO","23:23:35","23:56:08","YES","0137"
"AREA D","","Protocol 1",2,1199,100,1099,57.0,53.0,75,"Sunday","NO","01:47:01","02:19:36","",""
"AREA D","asian","Protocol 2",2,1990,895,895,111.0,106.0,160,"Friday","NO","02:45:25","03:25:16","",""
"AREA B","fast","Protocol 4",18,2498,0,329,93.0,91.0,119,"Wednesday","NO","02:33:08","03:04:05","YES","0138"
"AREA E","american","Protocol 1",4,3720,695,1325,19.0,10.0,22,"Wednesday","NO","02:49:47","03:36:36","",""
"AREA F","breakfast","Protocol 3",3,3230,910,1210,"","","","Monday","NO","02:40:36","04:28:13","",""
"AREA A","pizza","Protocol 4",3,3885,795,795,13.0,11.0,12,"Saturday","NO","01:29:17","02:19:15","",""
"AREA D","","Protocol 3",2,1275,380,895,58.0,56.0,60,"Thursday","NO","19:19:38","19:39:44","",""
"AREA D","sandwich","Protocol 5",2,1796,797,999,63.0,53.0,92,"Sunday","NO","01:53:34","02:40:51","YES","0139"
"AREA B","pizza","Protocol 2",3,4597,749,1429,131.0,125.0,210,"Saturday","NO","02:38:25","03:19:39","YES","0140"
"AREA A","dim-sum","Protocol 1",2,1056,528,528,7.0,7.0,7,"Sunday","NO","21:11:36","21:46:37","",""
"AREA D","dessert","Protocol 5",2,2300,1150,1150,48.0,53.0,71,"Wednesday","NO","20:44:20","21:26:12","YES","0141"
"AREA D","japanese","Protocol 3",15,5175,150,1100,110.0,100.0,191,"Monday","NO","01:55:43","03:08:21","YES","0142"
"AREA B","chinese","Protocol 3",3,3015,895,1095,54.0,52.0,70,"Wednesday","NO","03:45:39","04:21:22","YES","0143"
"AREA D","indian","Protocol 3",4,3680,395,1495,40.0,36.0,39,"Friday","NO","20:57:31","21:35:21","",""
"AREA E","mexican","Protocol 1",7,5861,269,1099,22.0,22.0,51,"Monday","NO","04:29:41","05:46:42","",""
"AREA A","italian","Protocol 3",5,4035,325,1695,19.0,9.0,8,"Wednesday","NO","22:04:05","23:21:58","",""
"AREA A","hawaiian","Protocol 3",4,1760,225,645,4.0,5.0,5,"Wednesday","NO","17:59:38","18:48:39","YES","0144"
"AREA C","burger","Protocol 4",2,1570,785,785,8.0,7.0,6,"Tuesday","NO","04:51:16","05:35:54","",""
"AREA D","thai","Protocol 3",3,2485,695,895,87.0,86.0,157,"Thursday","NO","19:50:18","20:56:35","",""
"AREA A","","Protocol 3",2,2998,1499,1499,14.0,14.0,15,"Monday","NO","23:21:21","23:55:19","",""
"AREA D","chinese","Protocol 3",4,3380,695,995,51.0,46.0,58,"Friday","NO","01:14:29","01:48:51","",""
"AREA A","sandwich","Protocol 4",1,1125,825,825,23.0,22.0,34,"Wednesday","NO","20:28:31","21:06:00","",""
"AREA A","german","Protocol 1",1,1550,1550,1550,14.0,13.0,13,"Wednesday","NO","03:30:33","04:12:06","",""
"AREA C","breakfast","Protocol 1",1,1595,1595,1595,44.0,42.0,40,"Thursday","NO","02:41:35","03:22:16","",""
"AREA E","pizza","Protocol 1",1,1150,1000,1000,27.0,13.0,13,"Thursday","NO","00:52:03","01:27:36","",""
"AREA C","british","Protocol 1",1,1900,1500,1500,"","","","Tuesday","NO","03:38:12","04:30:39","",""
"AREA A","breakfast","Protocol 1",1,820,820,820,25.0,24.0,31,"Monday","NO","21:00:47","21:48:54","",""
"AREA B","dessert","Protocol 5",1,465,465,465,119.0,118.0,216,"Sunday","NO","03:37:11","04:38:49","",""
"AREA C","dessert","Protocol 3",4,2100,75,975,34.0,36.0,40,"Wednesday","NO","03:20:05","03:47:02","",""
"AREA E","dessert","Protocol 1",5,5075,295,1495,6.0,3.0,3,"Friday","NO","23:42:11","00:40:05","",""
"AREA D","","Protocol 5",1,1095,856,1018,58.0,44.0,48,"Saturday","NO","21:23:23","21:57:52","YES","0145"
"AREA D","dim-sum","Protocol 1",13,4715,200,595,9.0,9.0,14,"Monday","NO","20:32:52","22:04:24","",""
"AREA B","american","Protocol 3",2,1418,659,759,38.0,41.0,48,"Wednesday","NO","20:51:27","21:34:24","",""
"AREA B","indian","Protocol 1",2,1300,200,1100,132.0,123.0,195,"Sunday","NO","02:55:56","03:41:12","",""
"AREA A","american","Protocol 1",3,4300,1200,1500,5.0,6.0,11,"Sunday","NO","16:32:41","17:39:08","",""
"AREA B","other","Protocol 3",3,1324,0,799,37.0,37.0,40,"Friday","NO","21:15:22","22:10:50","",""
"AREA C","pizza","Protocol 3",2,3412,848,1208,45.0,32.0,35,"Wednesday","NO","03:27:07","04:00:49","YES","0146"
"AREA C","mexican","Protocol 1",2,2598,1299,1299,0.0,0.0,0,"Tuesday","NO","02:32:26","03:03:50","",""
"AREA A","chinese","Protocol 3",4,3285,500,1195,30.0,37.0,46,"Sunday","NO","04:38:02","05:05:50","",""
"AREA D","catering","Protocol 1",2,1575,175,1400,25.0,25.0,36,"Monday","NO","20:34:19","21:14:06","YES","0147"
"AREA E","burger","Protocol 5",3,2750,550,900,48.0,25.0,46,"Saturday","NO","02:09:55","03:16:48","YES","0148"
"AREA A","asian","Protocol 3",1,1195,1195,1195,31.0,31.0,35,"Thursday","NO","20:31:55","21:00:55","",""
"AREA B","american","Protocol 5",2,1740,745,995,56.0,48.0,78,"Wednesday","NO","02:43:36","03:23:32","",""
"AREA A","mexican","Protocol 5",11,8600,375,850,39.0,43.0,44,"Saturday","NO","05:03:11","05:31:45","",""
"AREA D","dessert","Protocol 5",2,2375,1125,1250,86.0,73.0,132,"Sunday","NO","02:30:35","03:42:37","",""
"AREA B","burger","Protocol 5",4,1690,295,795,20.0,8.0,9,"Thursday","NO","00:03:04","00:31:50","",""
"AREA A","pizza","Protocol 4",7,5165,595,895,65.0,65.0,104,"Sunday","NO","03:20:08","05:23:25","",""
"AREA B","american","Protocol 3",1,891,891,891,75.0,80.0,170,"Monday","NO","03:14:03","04:21:50","",""
"AREA D","indian","Protocol 2",5,1495,299,299,50.0,47.0,58,"Saturday","NO","20:31:50","21:19:13","",""
"AREA D","seafood","Protocol 5",3,2100,550,850,77.0,61.0,87,"Thursday","NO","04:00:18","04:33:49","",""
"AREA D","dessert","Protocol 1",5,4182,345,2259,58.0,42.0,63,"Saturday","NO","04:34:13","05:36:22","YES","0149"
"AREA F","fast","Protocol 4",3,1037,299,369,"","","","Monday","NO","04:03:47","04:28:24","",""
"AREA F","american","Protocol 5",1,1115,1115,1115,"","","","Saturday","NO","05:26:51","05:42:58","",""
"AREA B","american","Protocol 3",2,3890,1595,1995,116.0,101.0,157,"Friday","NO","02:54:05","03:45:46","YES","0150"
"AREA F","thai","Protocol 5",2,1790,895,895,"","","","Tuesday","NO","04:13:45","05:04:31","",""
"AREA C","pizza","Protocol 1",2,1458,729,729,"","","","Sunday","NO","04:41:48","05:18:31","",""
"AREA B","burger","Protocol 4",1,1009,729,729,57.0,50.0,56,"Tuesday","NO","01:25:54","01:58:56","",""
"AREA B","american","Protocol 3",1,1125,1125,1125,23.0,21.0,23,"Monday","NO","19:00:48","19:27:26","",""
"AREA D","mexican","Protocol 3",1,1000,1000,1000,35.0,14.0,14,"Thursday","NO","22:10:40","22:44:17","",""
"AREA F","sandwich","Protocol 1",2,1600,475,1125,"","","","Monday","NO","04:14:21","04:54:24","",""
"AREA A","breakfast","Protocol 1",6,2307,125,600,3.0,1.0,1,"Saturday","NO","15:57:54","16:37:06","YES","0151"
"AREA A","greek","Protocol 5",1,1099,1099,1099,28.0,27.0,38,"Monday","NO","19:46:53","20:26:29","YES","0152"
"AREA B","mediterranean","Protocol 5",3,2390,250,695,22.0,23.0,40,"Monday","NO","22:26:03","23:13:24","",""
"AREA A","mexican","Protocol 5",2,1925,650,1125,28.0,34.0,32,"Tuesday","NO","04:06:50","04:37:29","",""
"AREA A","japanese","Protocol 3",3,2300,500,1000,64.0,62.0,61,"Friday","NO","03:30:32","04:19:20","",""
"AREA A","brazilian","Protocol 3",6,6550,300,1650,24.0,24.0,39,"Monday","NO","02:18:37","03:39:03","YES","0153"
"AREA D","salad","Protocol 5",1,1210,990,990,68.0,65.0,91,"Tuesday","NO","20:56:00","21:28:19","",""
"AREA D","mexican","Protocol 3",6,2036,329,658,75.0,67.0,71,"Wednesday","NO","04:14:16","04:52:29","YES","0154"
"AREA B","fast","Protocol 4",4,846,159,329,58.0,48.0,53,"Thursday","NO","04:40:17","05:08:30","",""
"AREA F","greek","Protocol 2",3,2900,400,1400,"","","","Wednesday","NO","02:55:35","04:12:21","",""
"AREA D","american","Protocol 3",2,3190,1495,1695,104.0,76.0,141,"Sunday","NO","02:37:41","03:27:27","YES","0155"
"AREA B","thai","Protocol 1",4,3335,150,1195,74.0,74.0,123,"Tuesday","NO","01:46:19","02:37:07","YES","0156"
"AREA A","japanese","Protocol 1",12,8488,349,1299,71.0,63.0,61,"Friday","NO","02:09:47","03:04:49","",""
"AREA D","italian","Protocol 3",3,8000,1395,1395,68.0,68.0,134,"Sunday","NO","03:24:07","04:25:38","YES","0157"
"AREA B","indian","Protocol 3",5,2655,204,1013,147.0,131.0,277,"Saturday","NO","03:38:46","04:57:31","YES","0158"
"AREA B","persian","Protocol 3",3,2297,499,899,87.0,60.0,107,"Friday","NO","03:34:09","04:11:41","YES","0159"
"AREA C","american","Protocol 1",3,3100,650,1250,10.0,9.0,11,"Wednesday","NO","00:10:39","00:50:48","YES","0160"
"AREA E","vietnamese","Protocol 2",2,2000,900,1100,17.0,13.0,15,"Tuesday","NO","02:16:59","03:06:11","",""
"AREA C","american","Protocol 1",6,6251,449,1259,32.0,32.0,27,"Sunday","NO","02:27:34","03:22:13","YES","0161"
"AREA B","dessert","Protocol 1",4,4455,865,1300,18.0,16.0,10,"Wednesday","NO","22:21:15","23:24:15","YES","0162"
"AREA B","greek","Protocol 3",2,2100,1050,1050,44.0,37.0,50,"Thursday","NO","04:05:35","04:42:57","",""
"AREA B","mexican","Protocol 2",1,1093,699,699,107.0,92.0,150,"Friday","NO","03:19:46","03:50:32","",""
"AREA C","japanese","Protocol 1",3,2545,775,975,9.0,10.0,14,"Wednesday","NO","05:15:32","05:48:31","",""
"AREA B","vietnamese","Protocol 2",2,1500,600,900,30.0,27.0,37,"Wednesday","NO","18:57:42","19:39:00","",""
"AREA D","american","Protocol 3",2,2990,1495,1495,79.0,92.0,139,"Saturday","NO","04:11:41","05:03:15","YES","0163"
"AREA B","chinese","Protocol 3",3,2475,825,825,81.0,63.0,78,"Tuesday","NO","03:05:08","03:37:09","",""
"AREA A","pizza","Protocol 5",1,1400,1400,1400,82.0,79.0,130,"Friday","NO","20:24:37","21:10:46","",""
"AREA C","catering","Protocol 3",15,8125,525,575,4.0,4.0,5,"Thursday","NO","18:07:50","19:20:07","YES","0164"
"AREA A","pizza","Protocol 3",2,1678,599,1079,8.0,8.0,10,"Monday","YES","20:30:22","21:19:28","",""
"AREA B","burger","Protocol 5",3,2200,250,1300,38.0,38.0,47,"Sunday","NO","19:59:14","20:38:11","",""
"AREA B","dessert","Protocol 2",6,1465,125,300,42.0,65.0,41,"Sunday","NO","20:31:11","20:47:44","",""
"AREA D","","Protocol 1",4,2120,200,1145,10.0,8.0,10,"Saturday","NO","22:02:30","22:47:29","",""
"AREA D","bubble-tea","Protocol 5",3,1350,375,400,18.0,19.0,24,"Tuesday","NO","23:22:30","00:27:34","",""
"AREA B","other","Protocol 5",2,1848,899,949,42.0,41.0,50,"Saturday","NO","19:04:22","19:42:33","",""
"AREA A","american","Protocol 1",2,1175,325,500,27.0,24.0,32,"Saturday","NO","21:20:56","21:46:17","",""
"AREA F","japanese","Protocol 3",3,1785,195,1195,"","","","Monday","NO","03:50:54","05:13:27","YES","0165"
"AREA C","sandwich","Protocol 3",6,3100,100,915,8.0,8.0,7,"Friday","NO","22:22:50","22:52:55","",""
"AREA D","american","Protocol 3",2,1595,595,850,87.0,75.0,127,"Sunday","NO","02:16:03","02:57:25","",""
"AREA C","peruvian","Protocol 5",3,3440,750,1395,23.0,17.0,14,"Sunday","NO","01:05:04","01:35:47","",""
"AREA D","mediterranean","Protocol 3",4,3665,525,1295,60.0,64.0,158,"Monday","NO","03:16:34","04:25:40","",""
"AREA A","american","Protocol 1",2,1720,625,1095,11.0,12.0,12,"Monday","NO","22:40:37","23:28:23","",""
"AREA A","italian","Protocol 1",1,1200,1200,1200,9.0,10.0,14,"Monday","NO","23:40:04","00:37:39","",""
"AREA D","chinese","Protocol 4",4,2335,190,710,40.0,36.0,46,"Monday","NO","00:57:52","01:34:13","",""
"AREA C","american","Protocol 1",2,1500,400,1100,8.0,9.0,9,"Wednesday","NO","23:27:11","23:59:33","",""
"AREA D","breakfast","Protocol 4",1,795,655,655,29.0,17.0,20,"Saturday","NO","21:24:45","21:51:16","",""
"AREA B","american","Protocol 4",3,1243,174,570,18.0,39.0,15,"Monday","YES","19:07:22","19:39:35","",""
"AREA D","dessert","Protocol 1",2,2545,750,1795,76.0,77.0,114,"Monday","NO","04:09:02","05:04:19","YES","0166"
"AREA D","pizza","Protocol 3",1,2600,2600,2600,54.0,54.0,93,"Saturday","NO","01:31:11","02:33:16","",""
"AREA E","pizza","Protocol 5",2,2748,1149,1199,10.0,13.0,14,"Tuesday","NO","04:41:42","05:11:24","",""
"AREA B","italian","Protocol 3",4,3715,495,1675,44.0,44.0,76,"Tuesday","NO","03:08:35","04:10:39","",""
"AREA D","pizza","Protocol 3",2,3000,1200,1800,58.0,70.0,93,"Monday","NO","04:10:59","04:46:18","",""
"AREA B","burger","Protocol 5",5,3455,295,1335,80.0,62.0,106,"Tuesday","NO","02:18:46","02:59:58","YES","0167"
"AREA C","thai","Protocol 1",2,2394,1095,1299,4.0,4.0,5,"Monday","NO","03:16:42","03:59:43","",""
"AREA A","sandwich","Protocol 6",2,1760,815,815,14.0,8.0,9,"Thursday","NO","19:02:40","20:39:27","",""
"AREA D","chinese","Protocol 2",4,2365,200,995,39.0,37.0,38,"Thursday","NO","21:20:29","21:58:15","",""
"AREA D","indian","Protocol 3",4,4040,425,1595,70.0,71.0,108,"Tuesday","NO","02:05:27","03:09:53","YES","0168"
"AREA B","burmese","Protocol 2",7,5679,301,1447,"","","","Saturday","NO","20:52:19","21:39:51","",""
"AREA D","japanese","Protocol 2",2,1140,150,990,82.0,64.0,89,"Friday","NO","04:20:47","05:12:02","",""
"AREA B","sandwich","Protocol 3",3,1866,329,779,97.0,97.0,121,"Thursday","NO","01:50:34","02:27:43","",""
"AREA E","pizza","Protocol 4",3,1885,295,795,22.0,21.0,26,"Friday","NO","01:25:49","02:45:25","",""
"AREA C","sandwich","Protocol 5",5,4130,550,895,4.0,2.0,2,"Wednesday","NO","17:47:49","18:14:23","YES","0169"
"AREA C","southern","Protocol 1",3,1500,700,800,5.0,6.0,3,"Thursday","NO","03:46:05","04:52:18","",""
"AREA B","pizza","Protocol 5",2,2748,1149,1599,59.0,57.0,68,"Friday","NO","21:19:44","21:51:49","",""
"AREA B","steak","Protocol 2",2,2090,995,1095,87.0,69.0,113,"Saturday","NO","01:39:43","02:23:25","",""
"AREA F","american","Protocol 5",2,1575,460,1115,"","","","Sunday","NO","00:40:54","01:44:11","",""
"AREA A","latin-american","Protocol 1",2,2100,1050,1050,52.0,52.0,66,"Thursday","NO","02:58:01","03:37:25","",""
"AREA B","","Protocol 1",2,1998,999,999,57.0,71.0,139,"Thursday","NO","04:10:00","05:34:25","",""
"AREA D","mexican","Protocol 1",1,1085,760,760,24.0,22.0,32,"Monday","NO","21:55:32","22:30:32","",""
"AREA C","burger","Protocol 1",3,1537,239,879,25.0,25.0,29,"Sunday","NO","01:46:56","02:31:56","",""
"AREA D","sandwich","Protocol 3",1,949,899,899,29.0,15.0,17,"Tuesday","NO","21:51:08","22:29:47","",""
"AREA D","japanese","Protocol 2",3,1940,450,795,58.0,44.0,91,"Saturday","NO","01:52:25","02:31:21","",""
